,idCredito,cobrables
980,518273,0
981,519315,1
982,519348,0
983,519350,0
984,522324,0
985,523492,0
986,524121,1
987,524250,1
988,525056,1
989,525178,1
990,527002,1
991,527799,0
992,528091,1
993,528420,0
994,528902,0
995,531667,1
996,531995,0
997,532199,0
998,538621,1
999,540165,1
1000,540643,1
1001,540701,1
1002,544365,1
1003,545326,0
1004,545497,0
1005,545524,0
1006,545572,0
1007,546743,1
1008,547612,1
1009,549164,0
1010,550185,1
1011,550626,0
1012,550678,0
1013,550817,0
1014,551841,1
1015,552103,1
1016,554743,0
1017,567277,0
1018,571871,1
1019,572627,0
1020,573835,0
1021,574594,1
1022,574921,0
1023,575290,1
1024,575756,0
1025,575876,0
1026,576889,0
1027,576976,1
1028,577383,0
1029,577521,1
1030,579797,0
1031,580199,1
1032,580555,0
1033,581433,0
1034,581675,1
1035,581843,1
1036,581980,1
1037,582124,1
1038,583204,0
1039,583528,1
1040,583551,0
1041,583930,1
1042,584358,0
1043,584986,0
1044,585560,1
1045,585766,1
1046,586288,1
1047,589031,1
1048,589163,0
1049,589511,0
1050,589572,0
1051,589921,1
1052,589982,0
1053,590637,0
1054,590933,0
1055,592615,0
1056,594496,1
1057,596571,1
1058,598450,1
1059,598467,1
1060,599358,0
1061,600399,0
1062,601210,1
1063,601850,1
1064,601927,0
1065,601969,0
1066,602014,1
1067,602953,1
1068,604032,0
1069,604956,1
1070,606029,0
1071,607236,1
1072,607950,0
1073,608359,0
1074,609422,1
1075,609453,1
1076,609886,1
1077,610140,1
1078,610493,1
1079,610802,1
1080,610892,0
1081,610919,0
1082,611232,1
1083,611839,0
1084,611950,1
1085,612169,0
1086,612424,1
1087,612451,1
1088,612570,1
1089,612599,1
1090,613226,0
1091,613450,0
1092,613464,0
1093,613707,1
1094,614483,0
1095,614497,0
1096,614645,1
1097,614676,0
1098,615013,1
1099,615137,1
1100,615210,0
1101,615333,1
1102,615593,1
1103,615722,1
1104,616313,0
1105,616554,1
1106,616714,1
1107,616750,0
1108,617132,0
1109,619149,0
1110,619507,1
1111,619648,1
1112,619780,0
1113,620971,0
1114,621367,1
1115,621518,0
1116,621582,1
1117,621609,1
1118,621782,1
1119,622791,0
1120,623168,1
1121,623316,1
1122,623813,0
1123,624568,0
1124,624609,1
1125,624640,0
1126,624668,0
1127,624802,0
1128,625070,0
1129,625253,0
1130,625701,0
1131,627680,1
1132,627907,1
1133,628018,0
1134,628127,1
1135,628157,1
1136,628477,0
1137,628583,1
1138,628791,0
1139,629311,1
1140,629866,1
1141,630760,1
1142,632004,0
1143,632966,1
1144,633676,1
1145,633756,1
1146,634284,0
1147,634444,0
1148,634681,0
1149,636321,1
1150,637262,1
1151,637372,1
1152,637451,0
1153,637519,1
1154,637865,0
1155,638860,0
1156,638940,0
1157,639120,0
1158,640958,0
1159,640983,1
1160,641132,1
1161,641659,0
1162,641677,1
1163,641771,0
1164,641810,0
1165,641986,0
1166,642072,0
1167,642275,1
1168,642430,0
1169,642863,0
1170,643064,0
1171,643724,0
1172,644052,0
1173,644073,1
1174,644327,1
1175,645202,0
1176,645640,1
1177,646295,0
1178,646441,1
1179,646754,0
1180,646911,0
1181,646941,1
1182,647043,1
1183,647180,0
1184,647229,1
1185,647661,1
1186,647833,0
1187,648050,1
1188,648317,0
1189,648607,1
1190,648620,0
1191,648885,0
1192,649442,0
1193,649444,0
1194,649454,0
1195,649464,1
1196,649520,0
1197,650211,0
1198,650499,1
1199,650527,0
1200,650638,0
1201,650713,0
1202,650921,1
1203,650977,1
1204,651001,1
1205,651543,1
1206,651679,0
1207,652111,0
1208,652408,0
1209,653050,0
1210,653746,0
1211,654490,1
1212,656743,0
1213,657722,1
1214,658606,1
1215,658850,0
1216,659024,1
1217,659038,1
1218,661209,1
1219,661383,0
1220,661698,1
1221,662036,0
1222,662798,0
1223,663086,0
1224,663901,0
1225,664135,1
1226,664326,0
1227,664546,0
1228,664636,0
1229,664853,0
1230,665469,1
1231,665539,0
1232,665934,1
1233,665969,1
1234,667068,1
1235,667313,1
1236,667367,0
1237,667724,1
1238,667794,0
1239,667809,0
1240,668100,1
1241,668144,0
1242,668246,1
1243,669051,0
1244,669681,0
1245,669711,1
1246,670229,0
1247,670236,0
1248,670379,0
1249,671352,0
1250,671725,1
1251,672561,0
1252,673291,1
1253,674043,1
1254,674693,0
1255,674705,0
1256,675501,0
1257,675817,0
1258,675856,1
1259,675968,0
1260,676090,0
1261,677230,1
1262,677333,1
1263,677448,0
1264,677591,1
1265,677782,0
1266,677784,1
1267,677852,1
1268,679207,0
1269,679408,1
1270,680541,0
1271,680937,0
1272,681110,0
1273,681727,0
1274,682230,1
1275,683777,0
1276,684293,0
1277,684305,1
1278,685154,1
1279,685545,0
1280,686094,0
1281,686505,0
1282,686948,1
1283,687034,1
1284,687106,0
1285,687897,0
1286,687958,0
1287,688144,1
1288,688198,0
1289,688491,0
1290,688836,0
1291,689965,0
1292,690035,0
1293,690325,1
1294,690550,0
1295,690855,1
1296,692659,0
1297,692771,0
1298,693471,1
1299,693500,0
1300,693652,1
1301,693655,0
1302,694261,1
1303,695143,1
1304,695306,0
1305,695918,0
1306,696010,0
1307,696352,1
1308,696796,1
1309,696813,0
1310,697006,1
1311,697099,0
1312,697160,1
1313,697227,0
1314,698086,0
1315,698300,0
1316,698905,0
1317,698947,1
1318,699454,0
1319,699868,1
1320,700223,0
1321,700235,1
1322,700310,0
1323,700591,0
1324,700743,0
1325,700795,0
1326,701658,0
1327,702497,1
1328,702792,0
1329,703471,1
1330,704067,0
1331,704130,1
1332,705809,0
1333,706739,1
1334,706848,1
1335,706957,1
1336,706996,1
1337,707446,0
1338,707510,1
1339,707897,1
1340,708056,1
1341,708555,0
1342,709463,1
1343,711433,0
1344,714372,1
1345,714697,1
1346,715185,0
1347,715574,1
1348,718501,1
1349,718734,1
1350,719058,1
1351,719156,1
1352,719202,1
1353,721377,1
1354,721605,0
1355,724563,1
1356,725282,0
1357,725322,0
1358,729097,0
1359,729914,1
1360,729974,0
1361,730489,0
1362,730534,0
1366,80296,0
1367,80296,1
1369,133936,0
1372,160756,1
1378,403792,0
1381,416184,0
1386,524583,0
1393,298473,0
1404,370135,1
1407,381742,0
1411,388476,1
1460,495453,0
1469,684952,0
1472,695583,0
1484,725741,0
1612,492940,1
1615,661081,1
1633,682794,1
1634,709535,1
1771,737028,1
1779,403330,0
1790,273803,1
1805,286960,0
1809,682794,0
1811,644994,0
1812,645571,0
1813,647112,0
1814,647211,0
1815,647539,0
1816,647724,0
1817,648995,1
1818,649448,0
1819,652801,0
1820,653144,0
1821,653190,1
1822,654068,0
1823,654377,0
1824,654685,0
1825,654694,0
1826,654769,0
1827,655658,0
1828,656483,1
1829,656593,1
1830,657170,0
1831,657625,0
1832,657823,0
1833,658436,0
1834,658550,0
1835,659827,1
1836,660188,0
1837,660446,0
1838,660598,0
1839,661178,0
1840,661497,0
1841,663445,0
1842,663951,1
1843,664109,0
1844,664147,0
1845,676737,0
1846,676895,1
1847,677291,0
1848,677332,1
1849,677717,0
1850,678100,0
1851,678411,1
1852,678425,0
1853,678678,0
1854,678857,0
1855,679011,0
1856,679573,0
1857,679737,1
1858,679777,0
1859,680392,0
1860,680523,0
1861,680659,0
1862,680750,0
1863,681002,0
1864,681021,0
1865,681550,0
1866,682357,0
1867,682380,1
1868,682419,0
1869,682633,1
1870,682692,0
1871,682783,0
1872,682879,1
1873,682944,1
1874,683042,1
1875,683161,0
1876,683206,0
1877,683330,1
1878,683351,1
1879,683451,0
1880,683583,1
1881,683729,1
1882,683861,0
1883,684200,0
1884,684292,0
1885,684458,1
1886,684879,1
1887,685160,0
1888,685431,0
1889,685494,1
1890,685508,0
1891,685523,0
1892,685529,0
1893,685579,0
1894,685974,0
1895,686010,0
1896,686359,1
1897,686443,1
1898,686560,0
1899,686580,1
1900,686654,0
1901,686995,0
1902,687092,0
1903,687113,0
1904,687513,0
1905,687927,1
1906,687936,0
1907,688009,0
1908,688120,0
1909,688192,1
1910,688532,0
1911,688811,0
1912,688837,0
1913,688973,1
1914,689085,1
1915,689258,0
1916,689297,0
1917,689511,1
1918,689839,1
1919,689856,0
1920,689883,0
1921,689907,0
1922,690149,0
1923,690150,0
1924,690280,0
1925,690473,0
1926,690500,0
1927,690524,1
1928,690641,0
1929,690697,1
1930,690918,0
1931,690935,1
1932,691008,1
1933,691113,1
1934,691173,1
1935,691177,0
1936,691279,0
1937,692053,0
1938,692240,0
1939,692553,1
1940,692915,0
1941,693161,0
1942,693760,0
1943,693900,1
1944,694366,0
1945,694371,0
1946,694481,0
1947,694558,1
1948,694570,0
1949,695472,0
1950,695574,0
1951,695693,0
1952,695708,0
1953,695830,0
1954,696293,0
1955,696937,0
1956,696996,1
1957,697307,0
1958,697640,0
1959,697969,0
1960,698143,0
1961,698243,0
1962,698459,0
1963,698562,0
1964,698884,1
1965,699096,0
1966,699145,1
1967,699308,1
1968,699926,0
1969,700217,0
1970,700861,1
1971,701608,1
1972,701821,1
1973,701831,0
1974,701875,0
1975,701957,0
1976,702199,0
1977,702215,0
1978,702458,1
1979,702991,0
1980,703119,0
1981,703208,0
1982,703232,0
1983,703422,0
1984,703505,0
1985,703856,0
1986,704081,0
1987,704212,1
1988,704519,0
1989,704533,0
1990,704925,0
1991,705419,0
1992,705538,0
1993,705720,1
1994,705727,0
1995,705779,0
1996,705908,0
1997,706069,0
1998,706199,0
1999,706502,1
2000,706721,0
2001,706802,0
2002,706816,0
2003,706998,1
2004,707174,0
2005,707862,1
2006,708023,1
2007,708252,0
2008,708663,0
2009,708671,1
2010,708797,0
2011,708852,0
2012,708979,0
2013,709357,0
2014,709598,0
2015,709604,0
2016,709643,0
2017,709728,0
2018,711138,0
2019,711163,1
2020,711383,1
2021,711479,0
2022,711776,1
2023,712269,0
2024,712577,1
2025,712990,1
2026,713181,1
2027,713224,1
2028,713505,0
2029,713608,0
2030,713627,0
2031,713659,0
2032,713753,1
2033,713773,0
2034,713821,0
2035,714245,0
2036,714319,1
2037,714387,0
2038,714825,0
2039,714833,1
2040,714954,1
2041,715140,0
2042,715255,1
2043,715258,0
2044,715329,0
2045,715826,1
2046,715838,0
2047,716042,0
2048,716045,0
2049,716110,0
2050,716167,0
2051,716234,1
2052,716382,0
2053,716562,0
2054,717408,1
2055,717698,1
2056,717707,1
2057,718033,1
2058,718227,0
2059,718374,1
2060,718440,0
2061,718478,0
2062,718526,0
2063,718575,0
2064,718759,0
2065,718806,0
2066,718879,0
2067,719030,1
2068,719037,0
2069,719235,0
2070,719301,1
2071,719388,1
2072,719543,0
2073,719565,0
2074,719570,0
2075,719582,0
2076,719838,0
2077,720169,0
2078,720458,0
2079,720565,0
2080,720635,1
2081,720725,0
2082,720792,0
2083,721552,0
2084,721579,1
2085,721928,1
2086,722021,1
2087,722645,0
2088,722781,1
2089,722862,0
2090,722960,1
2091,723117,0
2092,723253,0
2093,723271,1
2094,723435,0
2095,723549,0
2096,723815,0
2097,723828,0
2098,723906,0
2099,724065,0
2100,724092,0
2101,724166,0
2102,724264,0
2103,724304,0
2104,724392,1
2105,724435,0
2106,724543,0
2107,724594,0
2108,724630,1
2109,724982,1
2110,725151,0
2111,725206,1
2112,725360,1
2113,725504,0
2114,725506,1
2115,725738,1
2116,725861,0
2117,726166,0
2118,726466,1
2119,726559,0
2120,726737,0
2121,726791,0
2122,726820,0
2123,726894,1
2124,726940,0
2125,726947,0
2126,726969,0
2127,727022,0
2128,727073,0
2129,727106,0
2130,727152,1
2131,727642,1
2132,727704,1
2133,728093,0
2134,728101,0
2135,728456,1
2136,728750,1
2137,728770,0
2138,728897,0
2139,728960,0
2140,729069,1
2141,729130,0
2142,729327,1
2143,729514,1
2144,729564,1
2145,729785,0
2146,729827,0
2147,729832,1
2148,731010,0
2149,731089,0
2150,731157,1
2151,731189,1
2152,731413,0
2153,731431,0
2154,731514,0
2155,731540,0
2156,731568,1
2157,731588,0
2158,731617,0
2159,731628,1
2160,731631,0
2161,731819,0
2162,731878,1
2163,731904,0
2164,732070,0
2165,732151,0
2166,732160,0
2167,732275,0
2168,732315,1
2169,732359,0
2170,732423,0
2171,732522,0
2172,732531,0
2173,732565,1
2174,732587,1
2175,732646,1
2176,732653,0
2177,732716,1
2178,732794,0
2179,732823,0
2180,732867,0
2181,732881,0
2182,732982,1
2183,733051,0
2184,733065,1
2185,733069,0
2186,733070,1
2187,733120,1
2188,733212,1
2189,733403,1
2190,733525,0
2191,733594,0
2192,733693,0
2193,733694,1
2194,733730,0
2195,733738,0
2196,733855,1
2197,733953,0
2198,733985,1
2199,734030,1
2200,734050,1
2201,734184,0
2202,734333,0
2203,734368,0
2204,734369,0
2205,734443,0
2206,734526,0
2207,734544,0
2208,734549,0
2209,734772,0
2210,734838,0
2211,734894,0
2212,735052,0
2213,735054,0
2214,735099,0
2215,735133,0
2216,735325,1
2217,735377,1
2218,735761,1
2219,735894,1
2220,735934,0
2221,735980,0
2222,736123,1
2223,736257,0
2224,736610,0
2225,736678,0
2226,736708,1
2227,736850,0
2228,736963,1
2229,737037,0
2230,737105,0
2231,737164,1
2232,737175,0
2233,737414,1
2234,737433,1
2235,737454,0
2236,737481,0
2237,737499,1
2238,737505,0
2239,737527,0
2240,737555,0
2241,737581,1
2242,737655,0
2243,737737,0
2244,737763,0
2245,737775,1
2246,737941,1
2247,738078,0
2348,658756,0
2349,658756,1
2351,645798,1
2352,645993,1
2353,646395,0
2354,647190,1
2355,647737,1
2356,649748,0
2357,650162,1
2358,650184,0
2359,650727,0
2360,651123,1
2361,651128,0
2362,651436,0
2363,651556,0
2364,651933,0
2365,652311,1
2366,652545,1
2367,652683,1
2368,652764,0
2369,653563,1
2370,654173,0
2371,654607,0
2372,654663,0
2373,654733,0
2374,655037,1
2375,655105,0
2376,655644,1
2377,655804,1
2378,655938,1
2379,656055,0
2380,657249,0
2381,657621,1
2382,658089,0
2383,658582,0
2384,658982,1
2385,659299,0
2386,659667,0
2387,660077,0
2388,660429,1
2389,660558,0
2390,661028,1
2391,661044,1
2392,661390,0
2393,661679,0
2394,662338,0
2395,662775,1
2396,662784,0
2397,662867,1
2398,677013,0
2399,677295,1
2400,677384,0
2401,677544,0
2402,677758,1
2403,677923,0
2404,678166,1
2405,678490,1
2406,678759,1
2407,679120,0
2408,679157,0
2409,679264,0
2410,679754,1
2411,680329,1
2412,682087,1
2413,682735,0
2414,682774,1
2415,682905,0
2416,683616,0
2417,683856,1
2418,684530,1
2419,684708,1
2420,684807,0
2421,684983,1
2422,685002,0
2423,685103,0
2424,685337,0
2425,685354,0
2426,685781,0
2427,686325,0
2428,686471,0
2429,686696,1
2430,687306,0
2431,687726,0
2432,688142,1
2433,688451,1
2434,688717,0
2435,689422,0
2436,689519,0
2437,690375,1
2438,690399,1
2439,690411,1
2440,690519,1
2441,690651,0
2442,690659,0
2443,691323,0
2444,691395,0
2445,691825,0
2446,691928,1
2447,692011,0
2448,692017,1
2449,692249,0
2450,692277,0
2451,692436,0
2452,692484,0
2453,692589,1
2454,692648,0
2455,693078,0
2456,693228,0
2457,693537,0
2458,693743,0
2459,694090,1
2460,694099,0
2461,694129,1
2462,694197,1
2463,694349,0
2464,694552,0
2465,694782,0
2466,695671,1
2467,695715,1
2468,695962,1
2469,696511,1
2470,696738,0
2471,697220,0
2472,697332,1
2473,697466,0
2474,697485,0
2475,697544,1
2476,697833,0
2477,697921,1
2478,698693,0
2479,700241,1
2480,700755,1
2481,700948,1
2482,701346,0
2483,701558,0
2484,701983,0
2485,702108,1
2486,702273,1
2487,702418,1
2488,702515,1
2489,702599,1
2490,702631,1
2491,702997,1
2492,703129,1
2493,703206,1
2494,703246,1
2495,703626,0
2496,704087,0
2497,704268,1
2498,704682,1
2499,704939,1
2500,705015,1
2501,705113,0
2502,705184,0
2503,705579,0
2504,705892,1
2505,706040,1
2506,706226,1
2507,706250,1
2508,706363,0
2509,706535,1
2510,706967,0
2511,706987,1
2512,707151,0
2513,707153,0
2514,707295,0
2515,707363,0
2516,707587,1
2517,708223,0
2518,708237,1
2519,708271,1
2520,709073,0
2521,709099,1
2522,709136,1
2523,709138,1
2524,709207,0
2525,709504,1
2526,709628,1
2527,709652,1
2528,709733,0
2529,710405,1
2530,710494,0
2531,711062,1
2532,711224,0
2533,711299,0
2534,711464,1
2535,711505,1
2536,712285,0
2537,712314,1
2538,712336,0
2539,712430,1
2540,712779,1
2541,713000,1
2542,713026,1
2543,713553,0
2544,713585,0
2545,713606,1
2546,713811,1
2547,713990,0
2548,714061,1
2549,714204,0
2550,714217,1
2551,714225,1
2552,714289,1
2553,714311,1
2554,714338,0
2555,714535,1
2556,714771,1
2557,714805,1
2558,714874,0
2559,714953,1
2560,715221,0
2561,715488,1
2562,715767,0
2563,715806,0
2564,715823,0
2565,715842,0
2566,716118,0
2567,716120,1
2568,716233,1
2569,716483,0
2570,716906,1
2571,717357,1
2572,717485,0
2573,717668,0
2574,717836,1
2575,718080,1
2576,718643,0
2577,718808,0
2578,718896,0
2579,719174,1
2580,719213,1
2581,719489,0
2582,719567,1
2583,719628,1
2584,719747,0
2585,719867,1
2586,719869,1
2587,720070,1
2588,720440,0
2589,720515,0
2590,720643,0
2591,720740,1
2592,720855,1
2593,720935,0
2594,721028,1
2595,721329,1
2596,721703,0
2597,722112,1
2598,722433,1
2599,722508,0
2600,722521,0
2601,722612,0
2602,722629,0
2603,722738,0
2604,723044,0
2605,723216,1
2606,723588,0
2607,723771,1
2608,723884,1
2609,723889,0
2610,723905,0
2611,724481,1
2612,724725,1
2613,724749,0
2614,725273,1
2615,725514,0
2616,725690,1
2617,725871,1
2618,725881,1
2619,726196,0
2620,726649,1
2621,726692,0
2622,726705,1
2623,726854,1
2624,726930,1
2625,726966,0
2626,727100,0
2627,727289,0
2628,727316,1
2629,727732,0
2630,727831,0
2631,727868,0
2632,727934,1
2633,727955,0
2634,728112,0
2635,728254,0
2636,728594,1
2637,728859,1
2638,729100,1
2639,729315,0
2640,729471,0
2641,729635,0
2642,729818,0
2643,729842,1
2644,729921,1
2645,730292,1
2646,730336,1
2647,730423,0
2648,730578,1
2649,730598,0
2650,730843,1
2651,731085,1
2652,731169,0
2653,731198,0
2654,731263,1
2655,731325,1
2656,731633,1
2657,731805,0
2658,731835,0
2659,732026,0
2660,732155,0
2661,732172,0
2662,732295,1
2663,732322,1
2664,732736,1
2665,732844,0
2666,732963,1
2667,733011,1
2668,733063,0
2669,733097,1
2670,733482,1
2671,733524,1
2672,733798,1
2673,733990,1
2674,733993,0
2675,734020,1
2676,734042,0
2677,734176,0
2678,734307,1
2679,734490,1
2680,734553,0
2681,734824,1
2682,735338,1
2683,735407,0
2684,735668,1
2685,735704,0
2686,735880,0
2687,735961,0
2688,736031,1
2689,736085,1
2690,736150,1
2691,736501,0
2692,736511,0
2693,736593,0
2694,736624,1
2695,736672,0
2696,736782,1
2697,736848,0
2698,737020,1
2699,737181,0
2700,737294,1
2701,737408,0
2702,737510,0
2703,737511,0
2704,737556,0
2705,737628,0
2706,737777,0
2707,737810,0
2708,738091,1
2709,738118,0
2710,738413,1
2711,408440,1
2712,408440,0
2714,413496,0
2717,435156,0
2718,435156,1
2720,435893,0
2722,435893,1
2723,439218,0
2726,443939,1
2727,443939,0
2729,444926,0
2732,445842,0
2733,445842,1
2735,447375,0
2738,452859,0
2740,452859,1
2741,453312,1
2742,453312,0
2744,470676,1
2745,470676,0
2747,470950,1
2749,470950,0
2750,471394,0
2751,471394,1
2752,472899,0
2755,473319,1
2757,473319,0
2758,474258,0
2760,474258,1
2761,475892,1
2762,475892,0
2764,476075,1
2765,476075,0
2767,476647,0
2768,476647,1
2770,476674,1
2772,476674,0
2773,478399,1
2776,479047,0
2779,479525,1
2781,480089,0
2784,480110,1
2785,480110,0
2787,480229,0
2788,480229,1
2790,481077,0
2791,482192,1
2792,482192,0
2794,482640,1
2796,482640,0
2797,483361,1
2799,483361,0
2800,483579,1
2802,483579,0
2803,483624,1
2804,483624,0
2806,484673,0
2808,484673,1
2809,484852,1
2811,484852,0
2812,485678,1
2813,485678,0
2815,487128,0
2816,487128,1
2818,487411,1
2820,487411,0
2821,487449,1
2824,488028,1
2825,488028,0
2827,489267,0
2828,489267,1
2830,491936,0
2833,492139,1
2836,492722,0
2839,492863,1
2842,495079,0
2843,495079,1
2845,495731,1
2847,495731,0
2848,497342,1
2849,497342,1
2851,497755,1
2852,497755,0
2854,497982,1
2857,499152,0
2858,499152,1
2860,499256,1
2861,499256,0
2863,500806,1
2864,500806,0
2866,501021,0
2867,501021,1
2869,504725,0
2872,512482,1
2873,512482,0
2875,513720,0
2878,515294,0
2879,515294,1
2881,517057,0
2882,517057,1
2884,544506,1
2886,544506,0
2887,544949,1
2888,544949,0
2890,546251,0
2893,551959,0
2896,554402,0
2897,554402,1
2899,554504,1
2900,554504,0
2902,566530,0
2905,567417,1
2906,567417,0
2908,567420,1
2911,571365,1
2912,571365,0
2914,571537,0
2915,571537,1
2917,571696,1
2918,571696,0
2920,573701,0
2922,573701,1
2923,574966,1
2925,574966,0
2926,575632,1
2929,576254,1
2930,576254,0
2932,576639,1
2933,576639,0
2935,576943,0
2936,576943,1
2938,577139,0
2939,577139,1
2941,577765,0
2943,577765,1
2944,578286,0
2946,578286,1
2947,579401,1
2949,579401,0
2950,580615,1
2951,580615,0
2953,581156,1
2954,581156,0
2956,582050,0
2957,582050,1
2959,582117,1
2961,582117,0
2962,582342,1
2965,582379,1
2967,582379,0
2968,583217,1
2971,583675,0
2972,583675,1
2974,583882,1
2975,584310,0
2976,584310,1
2978,584400,1
2980,584400,0
2981,584662,0
2984,585971,0
2985,586342,0
2988,587840,0
2990,587840,1
2991,587842,1
2992,587842,0
2994,588252,1
2995,588252,0
2997,588406,1
3000,590988,0
3003,592249,1
3004,592249,0
3006,592973,1
3008,592973,0
3009,593994,1
3010,593994,0
3012,595064,1
3013,595064,0
3015,597545,1
3016,597545,0
3018,599382,0
3019,599382,1
3021,599403,0
3022,599403,1
3024,599428,0
