idListaCobro,idCredito,consecutivoCobro,montoCobrar,montoCobrado,fechaCobroBanco,IdBanco_Credito,idEmisora,IdBanco_Emisora,TipoEnvio,IdRespuestaBanco,Descripcion,Status,idBanco,fechaEnvioCobro,transCount,transSuccess,transResidual,pagoAnterior,ratio_cobrado_cobrar,residual_cobrar,Costo,residualAnterior,ratioAnterior
156602,30466,41641012,1607.41,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,10,0.0,10.0,0.0,0.0,1607.41,1.75,0.0,0.0
156625,30466,41656949,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,11,0.0,11.0,0.0,0.0,803.71,1.75,0.0,0.0
156692,30466,41683704,803.71,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,12,0.0,12.0,0.0,0.0,803.71,1.75,0.0,0.0
156701,30466,41685861,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,13,0.0,13.0,0.0,0.0,803.71,1.75,0.0,0.0
156711,30466,41688489,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,14,0.0,14.0,0.0,0.0,803.71,1.75,0.0,0.0
156727,30466,41691793,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,0.0,15.0,0.0,0.0,803.71,1.75,0.0,0.0
156736,30466,41694546,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,16,0.0,16.0,0.0,0.0,803.71,1.75,0.0,0.0
156743,30466,41700222,803.71,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,17,0.0,17.0,0.0,0.0,803.71,1.75,0.0,0.0
156749,30466,41702922,803.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,18,0.0,18.0,0.0,0.0,803.71,1.75,0.0,0.0
156279,31375,41469010,1445.54,0.0,,14,10,14,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,14,2025-10-01,1,0.0,1.0,0.0,0.0,1445.54,2.37,0.0,0.0
156943,31375,41754375,1445.54,0.0,,14,10,14,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,14,,2,0.0,2.0,0.0,0.0,1445.54,2.37,0.0,0.0
156274,33591,41465702,2409.26,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-10-01,1,0.0,1.0,0.0,0.0,2409.26,2.5,0.0,0.0
157632,33591,42151728,2409.26,0.0,,72,12,72,TRADICIONAL,26,Bajo Pago,reintento,72,2025-11-02,2,0.0,2.0,0.0,0.0,2409.26,2.5,0.0,0.0
156280,38430,41469658,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-01,1,0.0,1.0,0.0,0.0,860.68,0.0,0.0,0.0
156398,38430,41534557,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,2,0.0,2.0,0.0,0.0,860.68,0.0,0.0,0.0
156533,38430,41595032,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,3,0.0,3.0,0.0,0.0,860.68,0.0,0.0,0.0
156660,38430,41671231,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,4,0.0,4.0,0.0,0.0,860.68,0.0,0.0,0.0
156944,38430,41755020,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,5,0.0,5.0,0.0,0.0,860.68,0.0,0.0,0.0
157065,38430,41832617,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,6,0.0,6.0,0.0,0.0,860.68,0.0,0.0,0.0
157173,38430,41899789,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,7,0.0,7.0,0.0,0.0,860.68,0.0,0.0,0.0
157272,38430,41966935,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,8,0.0,8.0,0.0,0.0,860.68,0.0,0.0,0.0
157378,38430,42024503,860.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,9,0.0,9.0,0.0,0.0,860.68,0.0,0.0,0.0
157473,38430,42065651,430.34,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,2025-04-02,10,0.0,10.0,0.0,0.0,430.34,0.0,0.0,0.0
156277,41330,41467856,350.0,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,350.0,1.75,0.0,0.0
156311,41330,41483307,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,2,0.0,2.0,0.0,0.0,350.0,1.75,0.0,0.0
156333,41330,41496440,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,3,0.0,3.0,0.0,0.0,350.0,1.75,0.0,0.0
156378,41330,41524212,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,4,0.0,4.0,0.0,0.0,350.0,1.75,0.0,0.0
156424,41330,41542183,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,5,0.0,5.0,0.0,0.0,350.0,1.75,0.0,0.0
156458,41330,41558282,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,6,0.0,6.0,0.0,0.0,350.0,1.75,0.0,0.0
156498,41330,41578003,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,7,0.0,7.0,0.0,0.0,350.0,1.75,0.0,0.0
156525,41330,41593529,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,8,0.0,8.0,0.0,0.0,350.0,1.75,0.0,0.0
156566,41330,41613225,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,9,0.0,9.0,0.0,0.0,350.0,1.75,0.0,0.0
156602,41330,41641013,350.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,10,0.0,10.0,0.0,0.0,350.0,1.75,0.0,0.0
156625,41330,41656950,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,11,0.0,11.0,0.0,0.0,175.0,1.75,0.0,0.0
156692,41330,41683937,175.0,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,12,0.0,12.0,0.0,0.0,175.0,1.75,0.0,0.0
156701,41330,41685862,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,13,0.0,13.0,0.0,0.0,175.0,1.75,0.0,0.0
156711,41330,41688490,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,14,0.0,14.0,0.0,0.0,175.0,1.75,0.0,0.0
156727,41330,41691794,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,0.0,15.0,0.0,0.0,175.0,1.75,0.0,0.0
156736,41330,41694547,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,16,0.0,16.0,0.0,0.0,175.0,1.75,0.0,0.0
156743,41330,41700385,175.0,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,17,0.0,17.0,0.0,0.0,175.0,1.75,0.0,0.0
156749,41330,41702923,175.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,18,0.0,18.0,0.0,0.0,175.0,1.75,0.0,0.0
156003,41488,41402796,1721.34,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,2025-02-01,1,0.0,1.0,0.0,0.0,1721.34,0.0,0.0,0.0
156280,41488,41469826,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-01,2,0.0,2.0,0.0,0.0,3442.68,0.0,0.0,0.0
156398,41488,41534558,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,3,0.0,3.0,0.0,0.0,3442.68,0.0,0.0,0.0
156533,41488,41595033,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,4,0.0,4.0,0.0,0.0,3442.68,0.0,0.0,0.0
156660,41488,41671232,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,5,0.0,5.0,0.0,0.0,3442.68,0.0,0.0,0.0
156944,41488,41754793,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,6,0.0,6.0,0.0,0.0,3442.68,0.0,0.0,0.0
157065,41488,41832618,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,7,0.0,7.0,0.0,0.0,3442.68,0.0,0.0,0.0
157173,41488,41899790,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,8,0.0,8.0,0.0,0.0,3442.68,0.0,0.0,0.0
157272,41488,41966936,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,9,0.0,9.0,0.0,0.0,3442.68,0.0,0.0,0.0
157378,41488,42024504,3442.68,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,10,0.0,10.0,0.0,0.0,3442.68,0.0,0.0,0.0
157473,41488,42065652,1721.34,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,2025-04-02,11,0.0,11.0,0.0,0.0,1721.34,0.0,0.0,0.0
156274,42166,41465508,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-10-01,1,0.0,1.0,0.0,0.0,1483.58,2.5,0.0,0.0
156938,42166,41751318,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,,2,0.0,2.0,0.0,0.0,1483.58,2.5,0.0,0.0
157632,42166,42151474,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-11-02,3,0.0,3.0,0.0,0.0,1483.58,2.5,0.0,0.0
158989,42166,42791855,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-11-03,4,0.0,4.0,0.0,0.0,1483.58,2.5,0.0,0.0
159632,42166,43123151,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,,5,0.0,5.0,0.0,0.0,1483.58,2.5,0.0,0.0
160429,42166,43552602,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-10-04,6,0.0,6.0,0.0,0.0,1483.58,2.5,0.0,0.0
161118,42166,43827209,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,,7,0.0,7.0,0.0,0.0,1483.58,2.5,0.0,0.0
161749,42166,44073377,1483.58,0.0,,72,12,72,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,72,2025-12-05,8,0.0,8.0,0.0,0.0,1483.58,2.5,0.0,0.0
156277,43323,41468071,547.58,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,547.58,1.75,0.0,0.0
156311,43323,41483308,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,2,0.0,2.0,0.0,0.0,547.58,1.75,0.0,0.0
156333,43323,41496441,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,3,0.0,3.0,0.0,0.0,547.58,1.75,0.0,0.0
156378,43323,41524213,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,4,0.0,4.0,0.0,0.0,547.58,1.75,0.0,0.0
156424,43323,41542184,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,5,0.0,5.0,0.0,0.0,547.58,1.75,0.0,0.0
156458,43323,41558283,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,6,0.0,6.0,0.0,0.0,547.58,1.75,0.0,0.0
156498,43323,41578004,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,7,0.0,7.0,0.0,0.0,547.58,1.75,0.0,0.0
156525,43323,41593530,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,8,0.0,8.0,0.0,0.0,547.58,1.75,0.0,0.0
156566,43323,41613226,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,9,0.0,9.0,0.0,0.0,547.58,1.75,0.0,0.0
156602,43323,41641014,547.58,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,10,0.0,10.0,0.0,0.0,547.58,1.75,0.0,0.0
156625,43323,41656951,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,11,0.0,11.0,0.0,0.0,273.79,1.75,0.0,0.0
156692,43323,41684151,273.79,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,12,0.0,12.0,0.0,0.0,273.79,1.75,0.0,0.0
156701,43323,41685863,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,13,0.0,13.0,0.0,0.0,273.79,1.75,0.0,0.0
156711,43323,41688491,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,14,0.0,14.0,0.0,0.0,273.79,1.75,0.0,0.0
156727,43323,41691795,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,0.0,15.0,0.0,0.0,273.79,1.75,0.0,0.0
156736,43323,41694548,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,16,0.0,16.0,0.0,0.0,273.79,1.75,0.0,0.0
156743,43323,41700597,273.79,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,17,0.0,17.0,0.0,0.0,273.79,1.75,0.0,0.0
156749,43323,41702924,273.79,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,18,0.0,18.0,0.0,0.0,273.79,1.75,0.0,0.0
156277,44418,41468002,6662.8,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,6662.8,1.75,0.0,0.0
156311,44418,41483309,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,2,0.0,2.0,0.0,0.0,6662.8,1.75,0.0,0.0
156333,44418,41496442,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,3,0.0,3.0,0.0,0.0,6662.8,1.75,0.0,0.0
156378,44418,41524214,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,4,0.0,4.0,0.0,0.0,6662.8,1.75,0.0,0.0
156424,44418,41542185,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,5,0.0,5.0,0.0,0.0,6662.8,1.75,0.0,0.0
156458,44418,41558284,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,6,0.0,6.0,0.0,0.0,6662.8,1.75,0.0,0.0
156498,44418,41578005,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,7,0.0,7.0,0.0,0.0,6662.8,1.75,0.0,0.0
156525,44418,41593531,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,8,0.0,8.0,0.0,0.0,6662.8,1.75,0.0,0.0
156566,44418,41613227,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,9,0.0,9.0,0.0,0.0,6662.8,1.75,0.0,0.0
156602,44418,41641015,6662.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,10,0.0,10.0,0.0,0.0,6662.8,1.75,0.0,0.0
156625,44418,41656952,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,11,0.0,11.0,0.0,0.0,3331.4,1.75,0.0,0.0
156692,44418,41684074,3331.4,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,12,0.0,12.0,0.0,0.0,3331.4,1.75,0.0,0.0
156701,44418,41685864,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,13,0.0,13.0,0.0,0.0,3331.4,1.75,0.0,0.0
156711,44418,41688492,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,14,0.0,14.0,0.0,0.0,3331.4,1.75,0.0,0.0
156727,44418,41691796,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,0.0,15.0,0.0,0.0,3331.4,1.75,0.0,0.0
156736,44418,41694549,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,16,0.0,16.0,0.0,0.0,3331.4,1.75,0.0,0.0
156743,44418,41700530,3331.4,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,17,0.0,17.0,0.0,0.0,3331.4,1.75,0.0,0.0
156749,44418,41702925,3331.4,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,18,0.0,18.0,0.0,0.0,3331.4,1.75,0.0,0.0
156277,46909,41467752,1417.62,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,1417.62,1.75,0.0,0.0
156311,46909,41483310,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,2,0.0,2.0,0.0,0.0,1417.62,1.75,0.0,0.0
156333,46909,41496443,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,3,0.0,3.0,0.0,0.0,1417.62,1.75,0.0,0.0
156378,46909,41524215,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,4,0.0,4.0,0.0,0.0,1417.62,1.75,0.0,0.0
156424,46909,41542186,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,5,0.0,5.0,0.0,0.0,1417.62,1.75,0.0,0.0
156458,46909,41558285,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,6,0.0,6.0,0.0,0.0,1417.62,1.75,0.0,0.0
156498,46909,41578006,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,7,0.0,7.0,0.0,0.0,1417.62,1.75,0.0,0.0
156525,46909,41593532,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,8,0.0,8.0,0.0,0.0,1417.62,1.75,0.0,0.0
156566,46909,41613228,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,9,0.0,9.0,0.0,0.0,1417.62,1.75,0.0,0.0
156602,46909,41641016,1417.62,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,10,0.0,10.0,0.0,0.0,1417.62,1.75,0.0,0.0
156625,46909,41656953,708.81,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,11,0.0,11.0,0.0,0.0,708.81,1.75,0.0,0.0
156692,46909,41683769,708.81,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,12,0.0,12.0,0.0,0.0,708.81,1.75,0.0,0.0
156701,46909,41685865,708.81,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,13,0.0,13.0,0.0,0.0,708.81,1.75,0.0,0.0
156711,46909,41688493,708.81,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,14,0.0,14.0,0.0,0.0,708.81,1.75,0.0,0.0
156727,46909,41691797,708.81,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,0.0,15.0,0.0,0.0,708.81,1.75,0.0,0.0
156736,46909,41694550,708.81,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,16,0.0,16.0,0.0,0.0,708.81,1.75,0.0,0.0
156743,46909,41700282,708.81,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,,17,0.0,17.0,0.0,0.0,708.81,1.75,0.0,0.0
