idListaCobro,idCredito,consecutivoCobro,montoCobrar,montoCobrado,fechaCobroBanco,IdBanco_Credito,idEmisora,IdBanco_Emisora,TipoEnvio,IdRespuestaBanco,Descripcion,Status,idBanco,fechaEnvioCobro,transCount,transSuccess,transResidual,pagoAnterior,ratio_cobrado_cobrar,residual_cobrar,Costo,residualAnterior,ratioAnterior
157875,646892,42307530,284.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,350,0.0,350.0,0.0,0.0,284.8,1.75,0.0,0.0
157642,653044,42157645,469.46,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-11-02,43,6.0,37.0,0.0,0.0,469.46,1.75,0.0,0.0
156458,535069,41558510,1300.0,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,6,0.0,6.0,0.0,0.0,1300.0,1.75,0.0,0.0
157265,738942,41960872,743.37,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,27,2.0,25.0,0.0,0.0,743.37,0.0,0.0,0.0
161513,719671,43990426,503.39,503.39,02/05/2025,14,9,14,TRADICIONAL,0,Domiciliacion Exitosa,reintento,14,2025-02-05,10,8.0,2.0,0.0,1.0,0.0,2.82,0.0,0.0
159934,662768,43334794,678.53,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,115,5.0,110.0,0.0,0.0,678.53,1.75,0.0,0.0
159044,687481,42837169,584.16,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-11-03,386,3.0,383.0,0.0,0.0,584.16,0.0,0.0,0.0
161129,732058,43832410,650.6,0.0,,12,17,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,20,1.0,19.0,0.0,0.0,650.6,0.0,0.0,0.0
156335,646767,41497927,254.45,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,12,0.0,12.0,0.0,0.0,254.45,1.75,0.0,0.0
161279,688185,43906263,127.22,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,700,12.0,688.0,0.0,0.0,127.22,1.75,0.0,0.0
156259,738294,41450243,1755.99,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,1755.99,1.75,0.0,0.0
161793,687457,44099854,76.76,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-12-05,782,0.0,782.0,0.0,0.0,76.76,0.0,0.0,0.0
157442,719629,42055805,300.1,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,229,0.0,229.0,0.0,0.0,300.1,0.0,0.0,0.0
158577,640986,42660149,254.45,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,410,0.0,410.0,0.0,0.0,254.45,0.0,0.0,0.0
161420,658534,43953476,424.09,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,765,0.0,765.0,0.0,0.0,424.09,0.0,0.0,0.0
160074,705914,43416856,389.13,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,595,3.0,592.0,0.0,0.0,389.13,0.0,0.0,0.0
157852,700527,42290968,465.34,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,181,3.0,178.0,0.0,0.0,465.34,0.0,0.0,0.0
159054,697263,42847910,1210.35,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-11-03,332,0.0,332.0,0.0,0.0,1210.35,1.75,0.0,0.0
159808,709526,43249173,2161.23,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,769,0.0,769.0,0.0,0.0,2161.23,1.75,0.0,0.0
162029,684317,44208323,636.13,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,819,0.0,819.0,0.0,0.0,636.13,0.0,0.0,0.0
156277,403053,41467516,1772.82,0.0,,2,2,2,CUENTA,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,1,0.0,1.0,0.0,0.0,1772.82,1.75,0.0,0.0
156619,739091,41654145,2047.66,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,26,0.0,26.0,0.0,0.0,2047.66,0.0,0.0,0.0
159334,706535,43035073,461.62,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,501,2.0,499.0,0.0,0.0,461.62,0.0,0.0,0.0
161787,680210,44092289,394.29,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-12-05,29,0.0,29.0,0.0,0.0,394.29,0.0,0.0,0.0
157355,481528,42010478,292.06,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,209,0.0,209.0,0.0,0.0,292.06,0.0,0.0,0.0
158982,703149,42789062,352.96,0.0,,14,9,14,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,14,2025-11-03,18,0.0,18.0,0.0,0.0,352.96,2.37,0.0,0.0
159892,719213,43299887,523.29,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,335,3.0,332.0,0.0,0.0,523.29,0.0,0.0,0.0
159616,719075,43104263,1587.33,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,112,6.0,106.0,0.0,0.0,1587.33,0.0,0.0,0.0
158496,726636,42618329,195.41,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,386,6.0,380.0,0.0,0.0,195.41,0.0,0.0,0.0
160919,669738,43719223,625.78,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,54,0.0,54.0,0.0,0.0,625.78,1.75,0.0,0.0
156563,659263,41609336,636.13,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,64,0.0,64.0,0.0,0.0,636.13,1.75,0.0,0.0
159016,731883,42811197,570.7,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-11-03,480,4.0,476.0,0.0,0.0,570.7,1.75,0.0,0.0
157125,678001,41877817,424.09,0.0,,12,17,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,140,1.0,139.0,0.0,0.0,424.09,0.0,0.0,0.0
159632,683007,43123905,358.45,0.0,,72,12,72,TRADICIONAL,26,Bajo Pago,reintento,72,,1,0.0,1.0,0.0,0.0,358.45,2.5,0.0,0.0
158345,692690,42529408,117.15,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,305,4.0,301.0,0.0,0.0,117.15,0.0,0.0,0.0
159408,496732,43053668,353.85,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,280,3.0,277.0,0.0,0.0,353.85,1.75,0.0,0.0
159401,727054,43052269,373.22,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,512,2.0,510.0,0.0,0.0,373.22,1.75,0.0,0.0
160789,725514,43674378,374.92,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,327,4.0,323.0,0.0,0.0,374.92,0.0,0.0,0.0
157846,697071,42286813,648.23,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,300,0.0,300.0,0.0,0.0,648.23,0.0,0.0,0.0
159166,730904,42936366,1325.48,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,179,5.0,174.0,0.0,0.0,1325.48,0.0,0.0,0.0
157204,738294,41917713,878.0,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,58,3.0,55.0,0.0,0.0,878.0,1.75,0.0,0.0
159711,481455,43192777,192.0,0.0,,12,17,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,540,0.0,540.0,0.0,0.0,192.0,0.0,0.0,0.0
159653,740314,43136165,234.13,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,95,0.0,95.0,0.0,0.0,234.13,0.0,0.0,0.0
158202,658708,42434290,424.09,424.09,25/02/2025,12,17,12,TRADICIONAL,0,Domiciliacion Exitosa,reintento,12,,110,3.0,107.0,0.0,1.0,0.0,8.0,0.0,0.0
156666,641408,41673264,459.04,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,98,0.0,98.0,0.0,0.0,459.04,1.75,0.0,0.0
159789,739098,43233837,679.13,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,168,1.0,167.0,0.0,0.0,679.13,0.0,0.0,0.0
157163,663619,41896127,212.04,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,42,2.0,40.0,0.0,0.0,212.04,0.0,0.0,0.0
158716,740334,42731251,353.65,0.0,,2,5,2,TRADICIONAL,2,Cuenta Bloqueada,perdida,2,2025-03-03,171,2.0,169.0,0.0,0.0,353.65,1.75,0.0,0.0
159568,678967,43091032,300.01,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,228,0.0,228.0,0.0,0.0,300.01,0.0,0.0,0.0
158577,654985,42660389,260.42,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,358,12.0,346.0,0.0,0.0,260.42,0.0,0.0,0.0
159938,722735,43341254,295.01,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,547,5.0,542.0,0.0,0.0,295.01,0.0,0.0,0.0
159713,697924,43193800,162.36,0.0,,12,17,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,12,0.0,12.0,0.0,0.0,162.36,0.0,0.0,0.0
161866,678166,44137257,1166.23,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,193,8.0,185.0,0.0,0.0,1166.23,0.0,0.0,0.0
157342,685928,41998662,699.74,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,198,0.0,198.0,0.0,0.0,699.74,0.0,0.0,0.0
159937,706708,43337905,1281.88,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,145,6.0,139.0,0.0,0.0,1281.88,0.0,0.0,0.0
159811,694504,43250079,323.4,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,529,0.0,529.0,0.0,0.0,323.4,0.0,0.0,0.0
160491,732858,43588142,614.6,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-04,61,6.0,55.0,0.0,0.0,614.6,0.0,0.0,0.0
159916,740154,43313723,1999.96,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,125,7.0,118.0,0.0,0.0,1999.96,1.75,0.0,0.0
158981,680505,42787776,466.06,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,2025-11-03,338,9.0,329.0,0.0,0.0,466.06,0.0,0.0,0.0
159938,654778,43340020,137.34,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,467,13.0,454.0,0.0,0.0,137.34,0.0,0.0,0.0
156323,677485,41493275,185.44,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-10-01,9,0.0,9.0,0.0,0.0,185.44,1.75,0.0,0.0
156379,713663,41525521,1624.04,1624.04,13/01/2025,2,5,2,TRADICIONAL,0,Domiciliacion Exitosa,reintento,2,,8,1.0,7.0,0.0,1.0,0.0,1.75,0.0,0.0
157486,576851,42067061,819.71,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-05-02,244,0.0,244.0,0.0,0.0,819.71,1.75,0.0,0.0
160427,649803,43551686,239.87,0.0,,14,10,14,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,14,2025-10-04,5,0.0,5.0,0.0,0.0,239.87,2.37,0.0,0.0
161398,684973,43945018,453.22,0.0,,21,25,12,INTERBANCARIO,4,Cuenta Insuficiencia Fondos,reintento,12,,21,1.0,20.0,0.0,0.0,453.22,0.0,0.0,0.0
160569,701277,43616839,681.91,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-11-04,454,9.0,445.0,0.0,0.0,681.91,0.0,0.0,0.0
156336,694496,41501403,156.87,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-01,18,0.0,18.0,0.0,0.0,156.87,0.0,0.0,0.0
161070,588406,43786912,513.69,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,669,0.0,669.0,0.0,0.0,513.69,0.0,0.0,0.0
158678,717758,42710423,502.21,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,77,3.0,74.0,0.0,0.0,502.21,0.0,0.0,0.0
158336,654778,42517573,206.0,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,294,8.0,286.0,0.0,0.0,206.0,0.0,0.0,0.0
157210,719653,41923224,2117.44,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,29,2.0,27.0,0.0,0.0,2117.44,0.0,0.0,0.0
158157,663577,42402760,487.7,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,15,3.0,12.0,0.0,0.0,487.7,1.75,0.0,0.0
156969,708742,41773904,439.0,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,119,0.0,119.0,0.0,0.0,439.0,1.75,0.0,0.0
161840,743872,44127628,1272.25,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,139,9.0,130.0,0.0,0.0,1272.25,1.75,0.0,0.0
157106,691647,41853810,403.05,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,36,2.0,34.0,0.0,0.0,403.05,0.0,0.0,0.0
157107,695673,41856515,491.09,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,138,0.0,138.0,0.0,0.0,491.09,0.0,0.0,0.0
156261,659141,41452484,198.85,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-01,1,0.0,1.0,0.0,0.0,198.85,0.0,0.0,0.0
160574,703796,43619538,791.96,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-11-04,752,4.0,748.0,0.0,0.0,791.96,1.75,0.0,0.0
158284,721677,42477743,3391.42,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,27,3.0,24.0,0.0,0.0,3391.42,0.0,0.0,0.0
156581,719377,41630078,167.54,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,74,0.0,74.0,0.0,0.0,167.54,1.75,0.0,0.0
157184,682583,41910573,212.04,0.0,,2,1,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,65,3.0,62.0,0.0,0.0,212.04,1.75,0.0,0.0
161265,738917,43898641,1170.67,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,138,4.0,134.0,0.0,0.0,1170.67,0.0,0.0,0.0
159193,736324,42957119,1110.76,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,26,0.0,26.0,0.0,0.0,1110.76,1.75,0.0,0.0
159295,636839,43012975,463.8,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,507,5.0,502.0,0.0,0.0,463.8,1.75,0.0,0.0
158153,685013,42399423,254.44,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,313,0.0,313.0,0.0,0.0,254.44,0.0,0.0,0.0
160449,678630,43565023,585.33,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,2025-10-04,640,0.0,640.0,0.0,0.0,585.33,0.0,0.0,0.0
158665,742235,42702285,1463.33,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,,125,0.0,125.0,0.0,0.0,1463.33,1.75,0.0,0.0
161994,690061,44196354,564.95,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,795,4.0,791.0,0.0,0.0,564.95,0.0,0.0,0.0
161105,698603,43817599,351.2,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,264,0.0,264.0,0.0,0.0,351.2,0.0,0.0,0.0
160182,656509,43467410,245.74,0.0,,2,5,2,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,2,2025-01-04,734,0.0,734.0,0.0,0.0,245.74,1.75,0.0,0.0
159337,664090,43037403,360.47,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,345,0.0,345.0,0.0,0.0,360.47,0.0,0.0,0.0
158630,647124,42689210,726.5,0.0,,12,21,12,EN LINEA,4,Cuenta Insuficiencia Fondos,reintento,12,,423,0.0,423.0,0.0,0.0,726.5,0.0,0.0,0.0
160002,712424,43372883,936.53,0.0,,12,6,12,TRADICIONAL,4,Cuenta Insuficiencia Fondos,reintento,12,,114,3.0,111.0,0.0,0.0,936.53,0.0,0.0,0.0
